40,46
0
16,22;16,23;16,24;17,22;17,23;17,24;18,22;18,23;18,24;20,23;20,24;21,23;21,24;14,22;14,23;15,22;15,23;17,26;17,27;18,26;18,27;20,26;20,27;21,26;21,27;17,20;17,21;18,20;18,21;14,20;14,21;15,20;15,21;13,19;13,20;13,21;13,22;13,23;13,24;13,25;13,26;13,27;13,28;13,29;14,29;15,29;16,29;17,29;18,29;19,29;20,29;21,29;14,19;15,19;16,19;17,19;18,19;19,19;20,19;22,29;23,29;24,28;24,29;24,27;24,26;24,25;24,24;24,23;24,22;21,19;22,19;23,19;24,21;24,20;24,19;21,21;21,22;22,21;22,22;15,26;15,27;16,26;16,27;25,30;25,31;26,30;26,31;11,17;11,18;12,17;12,18;24,30;24,31;24,32;24,33;25,33;26,33;27,33;25,29;26,29;28,33;28,32;28,29;28,30;28,31;27,29;13,18;13,17;13,16;12,19;11,19;10,19;10,18;10,17;10,16;11,16;12,16;25,19;24,18;24,17;26,19;24,16;25,17;25,18;26,17;26,18;27,19;25,16;26,16;27,16;27,17;27,18;11,30;11,31;12,30;12,31;13,30;13,31;13,32;13,33;12,33;11,33;10,32;10,33;10,31;10,30;10,29;11,29;12,29;15,31;15,32;16,31;16,32;21,32;21,33;22,32;22,33;18,32;18,33;19,32;19,33;11,21;11,22;12,21;12,22;11,26;11,27;12,26;12,27;12,25;15,17;15,18;16,17;16,18;22,17;22,18;23,17;23,18;19,17;19,18;20,17;20,18;26,24;26,21;26,22;27,21;27,22;26,26;26,27;27,26;27,27;5,11;31,37;
10000,10000
0,16,22,0,4,1,0.016665
9,20,23,0,3,1,0.016662
8,14,22,0,3,1,0.016667
2,17,26,0,4,1,0.016668
6,20,26,0,4,1,0.016666
2,17,20,0,4,1,0.016666
6,14,20,0,4,1,0.016668
7,13,19,0,2,1,0.016666
7,13,20,0,1,1,0
7,13,21,0,1,1,0
7,13,22,0,1,1,0
7,13,23,0,1,1,0
7,13,24,0,1,1,0
7,13,25,0,1,1,0
7,13,26,0,1,1,0
7,13,27,0,1,1,0
7,13,28,0,1,1,0
7,13,29,0,3,1,0.016665
7,14,29,0,1,1,0
7,15,29,0,1,1,0
7,16,29,0,1,1,0
7,17,29,0,1,1,0
7,18,29,0,1,1,0
7,19,29,0,1,1,0
7,20,29,0,1,1,0
7,21,29,0,1,1,0
7,14,19,0,1,1,0
7,15,19,0,1,1,0
7,16,19,0,1,1,0
7,17,19,0,1,1,0
7,18,19,0,1,1,0
7,19,19,0,1,1,0
7,20,19,0,1,1,0
7,22,29,0,1,1,0
7,23,29,0,1,1,0
7,24,28,0,1,1,0
7,24,29,0,3,1,0.016663
7,24,27,0,1,1,0
7,24,26,0,1,1,0
7,24,25,0,1,1,0
7,24,24,0,1,1,0
7,24,23,0,1,1,0
7,24,22,0,1,1,0
7,21,19,0,1,1,0
7,22,19,0,1,1,0
7,23,19,0,1,1,0
7,24,21,0,1,1,0
7,24,20,0,1,1,0
7,24,19,0,3,1,0.016665
5,21,21,0,4,1,0.016669
5,15,26,0,4,1,0.016665
5,25,30,0,4,1,0.016664
5,11,17,0,4,1,0.016666
7,24,30,0,1,1,0
7,24,31,0,1,1,0
7,24,32,0,1,1,0
7,24,33,0,1,1,0
7,25,33,0,1,1,0
7,26,33,0,1,1,0
7,27,33,0,1,1,0
7,25,29,0,1,1,0
7,26,29,0,1,1,0
7,28,33,0,1,1,0
7,28,32,0,1,1,0
7,28,29,0,1,1,0
7,28,30,0,1,1,0
7,28,31,0,1,1,0
7,27,29,0,1,1,0
7,13,18,0,1,1,0
7,13,17,0,1,1,0
7,13,16,0,1,1,0
7,12,19,0,1,1,0
7,11,19,0,1,1,0
7,10,19,0,1,1,0
7,10,18,0,1,1,0
7,10,17,0,1,1,0
7,10,16,0,1,1,0
7,11,16,0,1,1,0
7,12,16,0,1,1,0
7,25,19,0,1,1,0
7,24,18,0,1,1,0
7,24,17,0,1,1,0
7,26,19,0,1,1,0
7,24,16,0,1,1,0
6,25,17,0,4,1,0.016666
7,27,19,0,1,1,0
7,25,16,0,1,1,0
7,26,16,0,1,1,0
7,27,16,0,1,1,0
7,27,17,0,1,1,0
7,27,18,0,1,1,0
6,11,30,0,4,1,0.016668
7,13,30,0,1,1,0
7,13,31,0,1,1,0
7,13,32,0,1,1,0
7,13,33,0,1,1,0
7,12,33,0,1,1,0
7,11,33,0,1,1,0
7,10,32,0,1,1,0
7,10,33,0,1,1,0
7,10,31,0,1,1,0
7,10,30,0,1,1,0
7,10,29,0,1,1,0
7,11,29,0,1,1,0
7,12,29,0,1,1,0
3,15,31,0,3,1,0.016665
1,21,32,0,3,1,0.016668
2,18,32,0,1,1,0.016667
1,11,21,0,2,1,0.016665
3,11,26,0,2,1,0.016666
4,12,25,0,2,1,0.016668
3,15,17,0,2,1,0.016665
1,22,17,0,2,1,0.016666
2,19,17,0,2,1,0.016666
4,26,24,0,2,1,0.016666
3,26,21,0,2,1,0.016666
1,26,26,0,3,1,0.016665
4,5,11,0,1,1,0.016668
4,31,37,0,1,1,0.0166667
