40,46
0
18,23;18,24;18,25;19,23;19,24;19,25;20,23;20,24;20,25;15,24;15,25;16,24;16,25;23,24;23,25;24,24;24,25;18,20;18,21;19,20;19,21;19,27;19,28;20,27;20,28;15,21;15,22;16,21;16,22;16,27;16,28;17,27;17,28;22,21;22,22;23,21;23,22;13,19;25,30;25,31;26,30;26,31;22,27;22,28;23,27;23,28;
10000,10000
empty
0,18,23,0,1,1,0.016667
5,15,24,0,1,1,0.016665
5,23,24,0,1,1,0.016667
6,18,20,0,1,1,0.016662
6,19,27,0,1,1,0.016667
9,15,21,0,1,1,0.016658
3,16,27,0,1,1,0.016663
1,22,21,0,1,1,0.016668
4,13,19,0,1,1,0.016664
2,25,30,0,1,1,0.016663
8,22,27,0,1,1,0.01666
